name,diameter,center_lon,center_lat
Biot C,7.00,51.14,-22.10
Biot D,8.76,50.34,-24.34
Biot E,7.99,50.87,-24.76
Biot T,5.25,49.80,-21.44
Birkeland M,24.61,174.29,-32.28
Birkhoff K,58.22,215.18,57.39
Birkhoff L,35.15,214.65,56.33
Birkhoff Q,45.38,208.93,56.18
Birkhoff R,25.70,206.59,57.28
Birkhoff X,76.57,209.58,61.62
Birkhoff Y,25.42,213.02,59.49
Birkhoff Z,28.63,214.12,60.97
Birmingham B,7.32,348.75,63.52
Birmingham K,5.81,346.83,65.04
Birt A,7.16,351.76,-22.49
Bouvard B,24.73,280.14,-41.70
Bouvard C,14.63,282.51,-37.05
Birt B,5.05,349.73,-22.29
Birt D,2.63,350.12,-21.07
Birt F,2.46,350.85,-22.34
Birt G,1.84,351.71,-23.18
Birt H,1.82,350.85,-23.06
Birt J,1.75,350.49,-23.00
Birt K,1.76,350.30,-22.40
Birt L,1.80,350.63,-21.66
Blancanus D,23.19,343.35,-63.22
Bjerknes A,15.56,114.26,-36.18
Bjerknes B,17.26,114.47,-37.42
Bjerknes E,53.44,115.61,-38.26
Blackett N,26.10,243.78,-40.08
Blancanus A,6.48,337.84,-64.71
Blancanus C,44.16,331.77,-66.60
Blancanus E,31.26,338.17,-66.68
Blancanus F,8.82,332.50,-65.18
Boguslawsky M,8.09,34.84,-70.45
Boguslawsky N,27.45,32.87,-73.86
Bohnenberger A,31.10,40.17,-17.82
Bohnenberger C,14.11,41.09,-18.66
Bohnenberger D,13.40,42.63,-18.39
Bohnenberger E,11.85,42.06,-17.40
Bohnenberger F,9.33,39.67,-14.70
Bohnenberger G,11.77,40.12,-17.22
Bohnenberger J,4.44,40.38,-14.89
Bohnenberger N,5.72,41.88,-17.94
Bohnenberger P,10.74,41.47,-19.24
Bohnenberger W,10.56,41.09,-18.24
Bok C,23.54,189.74,-19.07
Bolyai D,32.15,128.44,-32.60
Galilaei T,1.57,298.53,16.15
Bolyai K,26.52,127.22,-36.65
Bolyai L,72.67,126.66,-36.48
Blanchinus D,6.89,4.17,-25.03
Blancanus H,6.96,336.41,-65.60
Reinhold G,3.16,340.16,4.83
Blancanus K,10.86,336.64,-60.52
Blancanus N,9.92,334.14,-63.26
Blancanus V,6.72,338.57,-64.33
Blancanus W,8.49,339.66,-60.96
Blanchinus B,7.22,1.54,-25.23
Blanchinus K,8.31,4.99,-24.80
Bouvard D,27.45,279.33,-42.76
Bouvard E,12.81,282.43,-41.86
Bode C,7.04,355.23,12.22
Bode D,3.38,356.67,7.27
Bode E,6.44,356.55,12.41
Bode G,4.20,356.43,6.33
Bode H,4.09,353.47,12.21
Bode K,5.59,357.71,9.30
Bode L,4.31,356.18,5.62
Bode N,6.29,356.11,10.97
Bonpland C,4.21,342.49,-10.22
Boguslawsky A,8.19,43.56,-74.40
Boguslawsky B,63.47,61.11,-73.97
Bonpland D,5.24,341.72,-10.16
Bonpland F,4.07,340.62,-7.34
Bonpland R,2.48,341.37,-10.70
Brenner H,7.39,38.67,-37.00
Brenner J,7.73,36.54,-37.70
Brenner K,6.76,37.11,-38.01
Bonpland G,3.69,341.19,-11.61
Bonpland H,3.78,340.03,-11.37
Boole A,55.88,279.43,63.42
Boole B,8.95,282.29,63.60
Boole C,17.48,277.52,65.36
Boole D,10.82,276.62,64.00
Boole E,15.94,275.33,62.84
Boole F,33.33,280.58,64.10
Boole G,40.49,269.32,65.26
Boole H,82.39,271.16,61.73
Boole R,13.55,281.74,64.39
Borda A,18.34,50.80,-26.86
Borda D,5.37,46.12,-24.56
Borda E,11.94,45.48,-24.00
Borda F,9.96,47.88,-26.18
Borda G,6.54,45.30,-26.31
Borda H,10.83,46.58,-26.74
Borda J,14.97,46.96,-27.01
Borda K,12.32,47.13,-27.54
Borda L,12.64,47.63,-27.06
Borda M,13.87,43.91,-25.43
Borda R,14.38,50.52,-27.43
Borman V,28.00,208.60,-37.62
Boscovich A,5.82,12.62,9.46
Boscovich B,4.33,9.22,9.78
Boscovich C,3.06,11.95,8.46
Boss B,14.49,78.12,52.02
Boscovich E,19.77,12.72,9.02
Boscovich F,3.99,11.37,10.44
Bose A,30.83,192.54,-49.66
Bose D,19.59,193.07,-53.12
Bose U,39.99,183.94,-53.12
Boss A,29.18,80.17,52.20
Boss C,22.77,76.66,52.26
Boss M,12.94,83.86,51.90
Drebbel J,12.99,307.57,-40.62
Boss K,20.43,81.14,49.53
Boss L,40.94,82.48,50.84
Boss N,15.41,85.80,52.03
Bouguer A,7.37,326.11,52.60
Bouguer B,7.99,326.93,53.36
Boussingault A,75.39,53.87,-69.96
Boussingault B,57.71,47.03,-65.69
Boussingault C,23.12,48.06,-65.14
Boussingault D,8.85,44.81,-63.58
Boussingault F,16.64,39.65,-68.96
Boussingault E,104.09,46.63,-67.07
Boussingault G,4.59,52.51,-71.44
Boussingault K,27.21,50.09,-68.82
Boussingault N,15.10,61.19,-71.36
Boussingault P,13.33,45.59,-67.28
Boussingault R,11.91,48.65,-64.40
Boussingault S,15.83,46.90,-64.14
Boussingault T,19.42,43.06,-63.01
Bouvard M,74.06,282.54,-40.56
Bouvard P,13.86,284.88,-38.97
Bouvard N,54.79,283.49,-38.42
Bradley H,4.96,359.65,22.89
Bowditch M,13.65,103.32,-26.67
Bouvard R,7.95,275.63,-35.52
Bouvard S,11.68,279.36,-35.58
Bowditch N,14.12,102.78,-26.62
Boyle A,24.35,178.13,-50.99
Boyle Z,47.30,177.66,-51.48
Bradley K,4.43,359.25,23.26
Bragg H,36.60,258.65,41.46
Bragg M,44.31,257.23,38.86
Bragg P,28.94,255.23,39.74
Brayley B,9.23,325.69,20.72
Brenner R,10.80,38.26,-40.78
Brenner S,5.77,36.18,-38.44
Brianchon B,31.89,270.82,72.15
Brianchon A,49.20,272.71,76.80
Bridgman E,27.55,141.83,44.08
Brianchon T,29.24,260.68,75.27
C. Mayer B,32.69,15.43,60.19
C. Mayer D,64.81,18.50,62.20
C. Mayer E,11.23,16.03,61.17
Brayley C,7.98,320.53,21.38
Brayley D,6.18,327.12,20.02
Brayley E,4.66,320.18,21.26
Pasteur Z,13.98,104.52,-6.97
Brayley F,4.54,325.90,21.08
Brayley G,4.34,323.55,24.17
Brayley K,3.23,318.28,21.21
Brayley L,3.47,317.34,20.91
Brisbane Y,16.10,70.16,-51.47
Brayley S,2.88,323.23,25.05
Bredikhin B,19.30,202.76,18.86
Breislak A,6.72,17.35,-47.01
Breislak B,7.36,18.21,-47.72
Brouwer P,27.36,233.37,-38.90
Brown A,15.75,342.55,-48.15
Brown B,11.66,343.83,-44.73
Brown C,12.33,342.99,-47.57
Brown D,19.51,343.74,-46.07
Bürg A,11.41,33.06,46.87
Breislak C,5.25,18.85,-48.96
Breislak D,4.05,18.68,-48.09
Breislak E,7.59,19.08,-47.86
Breislak F,6.25,19.41,-48.52
Breislak G,15.71,19.20,-47.00
Brenner A,31.68,39.94,-40.39
Brenner B,8.49,41.89,-37.45
Brenner C,8.01,41.98,-36.55
Brenner D,7.59,38.65,-36.28
Brenner N,5.12,36.58,-38.97
Brenner P,6.30,35.20,-38.81
Brenner Q,7.19,35.83,-39.26
Bridgman F,51.95,141.31,43.84
Briggs B,24.95,289.09,28.15
Briggs C,5.50,293.05,25.01
Brisbane H,43.70,65.11,-50.36
Brisbane X,20.07,67.97,-50.58
Brisbane E,57.34,71.41,-50.26
Buisson X,19.25,112.08,1.40
Brisbane Z,64.73,72.82,-52.89
Brouwer C,23.37,237.68,-33.55
Brouwer H,17.79,235.24,-36.09
Brown F,5.50,341.52,-46.91
Brown G,4.74,343.11,-45.51
Brown K,14.94,344.24,-46.74
Brunner L,30.60,91.56,-12.43
Brunner N,17.74,90.71,-11.38
Brunner P,20.48,90.30,-12.61
Buch A,18.47,17.58,-41.06
Buch B,6.26,16.95,-37.89
Buch C,27.38,17.24,-37.47
Buch D,6.90,16.47,-39.67
Buffon D,18.59,227.81,-40.23
Buffon H,25.14,231.20,-42.21
Buffon K,20.11,231.89,-46.28
Buffon V,41.11,222.52,-39.08
Buisson V,24.39,111.35,-0.76
Buisson Y,35.77,113.08,1.12
Buisson Z,115.34,113.29,0.12
Bullialdus A,25.47,338.42,-22.21
Bullialdus B,21.26,338.03,-23.46
Bullialdus E,3.91,335.96,-21.74
Bullialdus F,5.90,335.09,-22.51
Saha M,15.52,102.92,-2.19
Byrgius W,13.63,291.35,-26.11
Byrgius X,5.90,294.45,-25.74
C. Herschel C,7.04,327.38,37.22
C. Herschel E,5.03,325.31,34.21
C. Herschel U,3.29,328.55,36.20
C. Herschel V,3.46,326.51,36.46
Censorinus V,4.23,35.44,-0.64
Bullialdus L,3.58,335.53,-20.22
Bullialdus R,16.81,340.15,-20.22
Bullialdus Y,3.22,340.81,-18.57
Bunsen A,40.69,271.28,43.16
Bunsen C,19.01,270.17,44.20
Bunsen D,13.59,273.28,40.85
Burckhardt A,35.07,58.47,30.39
Burckhardt B,11.13,60.20,29.93
Burckhardt C,6.13,59.00,31.59
Burckhardt E,37.45,55.55,30.56
Burckhardt F,45.02,57.11,31.34
Burckhardt G,7.56,57.48,32.04
Bürg B,5.64,23.46,42.70
Burnham A,6.10,7.03,-14.80
Burnham B,3.40,7.22,-15.36
Burnham F,8.42,6.88,-14.34
Campbell Z,23.77,152.99,48.58
Burnham K,3.11,7.40,-13.68
Burnham L,3.79,7.56,-14.30
Carlini E,1.27,339.49,31.58
Burnham M,9.31,9.02,-14.12
Burnham T,3.42,9.46,-14.63
Carlini G,3.80,334.94,32.63
Büsching A,5.18,20.43,-38.36
Büsching B,17.91,22.75,-39.01
Büsching C,7.41,19.53,-37.30
Büsching D,30.54,21.80,-38.75
Büsching E,14.69,18.38,-36.71
Büsching F,5.73,20.94,-39.10
Büsching G,7.29,21.54,-39.57
Büsching H,4.70,21.06,-37.45
Büsching J,6.70,22.20,-39.54
Büsching K,5.07,18.65,-38.02
Buys-Ballot Q,59.56,172.89,19.74
Buys-Ballot Y,24.75,174.35,23.01
Buys-Ballot Z,59.20,174.72,22.53
Byrd C,34.25,28.33,84.35
Byrd D,24.47,33.41,85.52
Byrgius A,18.45,296.19,-24.54
Byrgius B,23.03,299.04,-23.87
Byrgius D,27.05,292.71,-24.07
Byrgius E,17.19,293.64,-23.49
Byrgius H,21.33,297.40,-23.75
Byrgius K,14.97,298.05,-23.00
Byrgius T,4.73,298.40,-25.06
Byrgius U,10.42,292.63,-25.83
Byrgius V,8.73,292.09,-26.07
C. Mayer F,6.64,19.61,62.08
C. Mayer H,42.70,14.74,64.20
Cabannes J,34.10,192.68,-62.25
Cabannes M,47.91,189.79,-64.32
Cabannes Q,49.63,185.12,-63.50
Cabeus A,40.88,319.75,-82.07
Cabeus B,59.61,305.41,-82.25
Cajori K,30.64,169.61,-49.28
Calippus B,7.20,10.07,36.07
Calippus D,3.99,11.31,36.38
Calippus E,4.82,11.88,38.92
Calippus F,6.74,10.00,40.58
Calippus G,3.78,11.55,41.30
Campanus A,11.14,331.32,-25.99
Campanus B,5.85,330.76,-29.31
Campanus G,8.21,328.63,-28.65
Campanus K,4.75,331.57,-26.70
Campanus X,3.12,332.58,-27.83
Campanus Y,4.38,331.78,-27.88
Dreyer W,30.73,95.79,11.76
Cauchy C,3.59,38.85,8.15
Campbell A,21.22,154.43,51.76
Campbell E,14.90,158.89,46.32
Campbell N,22.23,152.15,43.20
Campbell X,23.34,149.60,47.72
Cannon B,38.77,80.05,17.53
Cantor C,21.48,120.47,39.31
Cantor T,22.40,113.57,38.06
Capella A,11.76,37.17,-7.67
Capella B,8.38,36.87,-9.47
Capella C,11.16,36.39,-5.76
Capella D,7.95,37.53,-6.78
Capella E,14.33,37.69,-7.53
Capella F,13.57,35.41,-9.21
Capella G,11.02,36.92,-6.85
Capella H,8.93,37.37,-8.17
Capella J,8.92,36.05,-9.49
Capella M,11.80,36.94,-4.46
Capella R,7.28,35.21,-6.04
Capella T,5.71,34.17,-6.93
Capuanus A,12.98,334.29,-34.69
Capuanus B,10.79,332.27,-34.32
Capuanus C,10.31,334.68,-34.88
Capuanus D,20.98,333.67,-36.44
Capuanus E,28.37,332.83,-37.54
Capuanus F,6.97,333.28,-36.96
Capuanus H,4.40,332.73,-39.40
Capuanus K,8.14,333.43,-37.90
Capuanus L,11.45,333.59,-38.33
Capuanus M,6.37,334.32,-37.49
Cardanus B,13.18,286.03,11.44
Cardanus C,13.65,283.70,11.18
Cardanus E,6.41,289.19,12.80
Cardanus G,7.60,284.96,11.51
Cardanus K,7.89,282.95,14.12
Cardanus M,8.88,282.69,14.89
Cardanus R,20.98,286.49,12.25
Carlini A,6.61,333.36,35.35
Carlini C,3.54,337.10,35.09
Carlini D,8.95,343.97,32.98
Carlini H,3.60,335.53,32.43
Carlini K,3.46,336.27,31.08
Cauchy M,3.36,35.04,7.61
Carlini L,2.95,335.17,31.30
Carlini S,4.11,332.75,37.91
Censorinus K,4.49,28.85,-1.02
Carnot F,34.20,220.78,52.14
Carpenter T,9.37,301.30,70.28
Cassini K,3.46,4.08,45.18
Carver L,24.61,128.80,-45.78
Carpenter U,25.08,302.92,70.61
Carpenter V,5.76,305.31,71.90
Carpenter W,9.61,299.76,72.37
Carpenter Y,7.93,296.97,71.85
Carver M,80.42,127.43,-45.65
Casatus C,17.36,329.71,-72.24
Casatus D,37.65,316.69,-76.88
Casatus A,54.64,322.36,-72.68
Catharina G,15.93,24.90,-17.53
Casatus E,44.3,306.03,-77.25
Catharina H,5.44,25.36,-19.30
Casatus K,35.66,319.29,-74.80
Casatus H,35.66,338.59,-72.11
Casatus J,20.44,327.06,-74.34
Cassegrain B,26.96,114.64,-49.57
Cassegrain H,29.84,115.65,-52.83
Cassegrain K,16.41,113.88,-54.45
Cassini B,9.42,3.87,40.02
Cassini C,13.78,7.80,41.75
Cassini E,9.45,7.33,42.97
Cassini F,6.71,7.28,40.91
Cassini G,4.71,5.45,44.73
Cassini L,6.14,4.40,43.98
Chaplygin Q,12.68,147.90,-7.63
Chaplygin Y,27.52,149.64,-2.71
Chapman D,35.99,263.18,51.24
Cassini M,7.85,3.75,41.37
Cassini P,3.37,1.85,44.82
Cassini X,4.39,8.07,44.05
Cassini Y,3.55,2.15,41.98
Congreve G,17.49,196.12,-0.89
Cassini Z,4.68,2.37,43.48
Catalán A,21.17,270.71,-45.71
Catalán B,13.75,271.46,-45.61
Catalán U,19.31,269.34,-45.00
Catharina A,12.96,22.27,-20.21
Catharina B,21.70,24.29,-16.96
Catharina C,27.27,24.31,-20.38
Catharina D,8.36,21.40,-16.93
Catharina E,6.05,21.26,-17.16
Catharina F,6.31,23.05,-19.53
Catharina J,4.88,22.17,-19.45
Catharina K,7.19,23.88,-20.05
Catharina L,3.87,24.21,-20.96
Catharina M,5.39,20.73,-19.27
Catharina P,46.80,23.32,-17.28
Catharina S,15.76,23.37,-18.91
Galilaei V,2.72,299.59,17.10
Cauchy A,8.11,37.86,12.07
Cauchy B,4.57,35.83,9.69
Coriolis H,13.02,174.06,-0.59
Censorinus A,6.75,32.99,-0.42
Cauchy D,8.55,40.29,10.02
Cauchy E,3.41,38.56,8.83
Cauchy F,3.44,36.80,9.54
Cauchy U,4.89,42.28,8.79
Cauchy V,4.43,41.44,8.95
Cauchy W,3.91,41.66,10.56
Cavalerius A,14.14,290.31,4.49
Censorinus L,3.70,31.22,-2.76
Cavalerius B,39.51,288.87,5.97
Gambart D,4.78,342.28,3.35
Cavalerius C,8.19,290.68,5.84
Cavalerius D,51.77,291.53,8.65
Cavalerius E,9.55,289.94,7.67
Cavalerius F,7.17,294.60,8.11
Laplace D,10.56,334.41,47.27
Chang Heng C,19.90,113.93,20.37
Cavalerius K,9.89,290.61,10.29
Cavalerius L,9.90,289.74,10.45
Laplace F,5.87,340.13,45.54
Cavalerius M,11.79,288.37,10.35
Cavalerius U,6.75,292.44,10.08
Lassell B,2.96,352.31,-16.22
Chandler Q,15.45,169.29,41.00
Chandler U,14.69,166.80,45.42
Liebig A,11.08,312.24,-24.27
Chaplygin K,19.54,151.35,-7.67
Cavalerius W,7.84,292.60,6.93
Cavalerius X,4.33,293.29,9.21
Cavalerius Y,6.92,290.09,10.69
Censorinus N,36.31,36.59,-1.92
Macrobius C,10.66,45.03,20.84
Cavalerius Z,4.18,290.33,11.05
Cavendish A,10.66,307.17,-24.01
Cavendish B,10.28,304.80,-23.26
Cavendish E,23.52,305.72,-25.42
Cavendish F,17.75,305.83,-26.13
Cavendish L,5.67,306.23,-21.70
Cavendish M,5.85,306.08,-21.97
Cavendish N,4.31,305.51,-22.07
Cavendish P,4.44,308.31,-24.16
Cavendish S,5.01,307.48,-23.75
Cavendish T,4.18,304.78,-24.75
Celsius A,12.38,20.48,-32.97
Censorinus W,8.26,37.48,-1.02
Celsius B,5.74,19.62,-34.64
Celsius D,19.19,19.07,-34.75
Macrobius E,9.86,46.81,18.70
Celsius E,9.22,20.03,-32.91
Celsius H,5.09,20.10,-33.84
Censorinus B,6.88,31.44,-2.01
Censorinus C,27.70,34.15,-3.09
Censorinus D,10.29,35.86,-1.94
Censorinus E,11.25,34.83,-3.58
Gambart E,4.06,342.75,1.04
Chaffee F,36.12,206.88,-39.02
Censorinus H,8.83,33.66,-1.83
Censorinus J,5.26,31.33,-1.03
Censorinus S,15.54,36.18,-3.82
Censorinus T,3.72,31.16,-3.22
Censorinus U,3.44,34.44,-1.50
Censorinus X,16.90,37.19,-0.59
Censorinus Z,11.49,36.79,-3.67
Chacornac B,5.02,31.91,28.94
Cepheus A,12.47,46.50,41.03
Chacornac A,5.24,31.57,29.82
Chacornac C,4.89,32.57,30.78
Chacornac D,25.12,33.62,30.72
Chacornac E,20.05,33.80,29.45
Chacornac F,21.58,33.05,29.12
Chaffee S,19.87,202.50,-39.76
Chaffee W,24.61,203.87,-38.48
Chamberlin D,21.07,102.40,-57.05
Chamberlin H,27.28,99.97,-59.62
Chamberlin R,38.29,92.61,-59.93
Champollion A,26.94,177.22,41.06
Champollion F,20.91,177.83,37.19
Champollion K,22.25,176.30,36.34
Champollion Y,24.93,174.63,40.66
Chandler G,32.11,175.70,43.22
Chandler P,65.58,170.15,41.53
Chapman M,37.23,259.42,48.63
Chapman V,22.26,255.71,50.90
Chappell E,59.17,188.81,55.39
Chappell T,28.21,179.06,54.51
Charlier Z,45.91,228.24,39.11
Chaucer B,33.34,222.12,6.22
Chaucer P,11.59,218.08,1.37
Chauvenet C,45.87,138.17,-10.47
Chauvenet D,12.03,139.94,-10.74
Chauvenet E,26.54,140.81,-11.33
Chauvenet G,24.51,141.12,-12.64
Chauvenet J,75.69,139.51,-14.20
Chebyshev V,23.74,226.00,-33.53
Chauvenet L,9.59,137.77,-13.31
Chauvenet P,11.54,136.21,-14.49
Chauvenet Q,41.72,135.92,-13.38
Chauvenet S,37.54,134.41,-12.28
Chauvenet U,9.99,135.46,-11.10
Chebyshev C,26.86,232.49,-30.29
Chebyshev N,24.42,225.32,-37.74
Chebyshev U,35.68,222.90,-33.29
Chernyshev B,20.90,176.01,48.29
Chevallier B,12.05,51.95,45.15
Chevallier F,8.53,56.59,46.20
Chevallier K,5.56,50.86,43.51
Chevallier M,16.27,51.16,46.04
Chrétien A,12.05,163.14,-43.39
Clavius C,20.96,345.80,-57.71
Chrétien C,63.57,165.41,-44.76
Chrétien S,40.07,160.38,-46.65
Chrétien W,34.22,160.84,-44.55
Cichus A,19.82,338.48,-34.82
Cichus B,13.84,340.62,-33.19
Cichus C,11.50,338.13,-33.57
Clavius K,19.56,340.13,-60.45
Cichus F,7.82,337.48,-35.68
Cichus G,21.54,336.38,-35.50
Cichus H,7.25,337.50,-32.80
Cichus J,13.12,338.63,-32.04
Cleomedes A,12.56,55.06,28.87
Cichus K,6.20,339.95,-36.62
Cichus N,7.42,338.25,-30.58
Cleostratus P,7.13,286.80,59.57
Clairaut A,34.19,14.75,-49.05
Clairaut B,41.45,12.63,-48.35
Clairaut C,16.18,13.38,-48.16
Clairaut D,12.66,14.19,-47.42
Clairaut E,29.14,12.50,-46.48
Clairaut G,6.23,11.63,-47.26
Clairaut H,9.21,12.10,-49.11
Clairaut J,13.01,12.75,-45.80
Clairaut K,12.42,13.91,-49.78
Clairaut M,5.83,13.75,-46.25
Clairaut P,8.26,11.71,-49.09
Clairaut R,13.55,15.83,-47.99
Clairaut S,22.03,16.32,-47.51
Clark F,31.96,123.06,-38.64
Clausius A,7.57,316.08,-36.31
Clausius B,23.91,319.76,-36.06
Clausius BA,18.52,319.91,-35.74
Clausius C,14.76,320.95,-35.46
Clausius D,17.26,315.29,-38.21
Clausius E,6.73,314.27,-36.57
Clausius F,25.76,321.87,-36.54
Clausius G,7.03,318.99,-37.08
Clausius H,7.00,320.36,-37.86
Clausius J,4.39,317.27,-37.21
Clavius D,27.85,347.57,-58.81
Clavius E,15.74,347.25,-51.51
Clavius F,7.30,337.92,-55.43
Clavius G,16.75,345.99,-52.02
Clavius H,32.55,344.14,-51.84
Clavius J,12.38,341.83,-58.16
Clavius L,23.38,338.65,-58.77
Clavius M,47.88,348.36,-54.76
Clavius N,12.78,343.49,-57.56
Clavius O,4.40,343.33,-56.98
Clavius P,13.16,352.50,-56.92
Clavius R,7.65,344.57,-53.24
Clavius T,8.11,344.78,-60.68
Clavius W,5.01,343.75,-56.00
Clavius X,6.52,342.18,-60.24
Clavius Y,7.11,343.78,-58.01
Cleomedes B,10.68,55.89,27.15
Cleomedes C,13.85,54.82,25.66
Cleomedes D,28.94,61.86,29.20
Cleomedes E,21.09,54.58,28.61
Cleomedes F,11.82,56.99,22.56
Cleomedes G,19.34,57.16,24.00
Cleomedes H,6.50,57.63,22.42
Cleomedes J,10.00,56.95,26.87
Cleomedes L,7.07,54.40,23.78
Cleomedes M,6.29,51.66,24.19
Cleomedes N,5.99,52.51,24.71
Cleomedes P,9.49,56.19,24.69
Cleomedes Q,4.46,56.69,24.80
Cleomedes R,14.74,60.16,29.45
Cleomedes S,7.57,58.94,29.46
Cleomedes T,12.36,57.61,25.73
Cleostratus A,35.61,282.35,62.67
Cleostratus E,20.96,280.26,60.92
Cleostratus F,49.21,279.42,61.52
Cleostratus H,12.67,278.03,61.27
Cleostratus J,20.19,276.34,61.39
Cleostratus K,16.94,278.92,61.98
Cleostratus L,9.84,280.69,62.27
Cleostratus M,9.08,284.79,61.49
Cleostratus N,5.26,286.22,60.62
Cleostratus R,6.43,286.72,58.89
Cockcroft N,60.65,196.32,28.78
Colombo A,40.77,44.46,-14.17
Colombo B,13.47,45.16,-16.40
Colombo E,14.92,42.38,-15.81
Colombo G,8.94,43.44,-14.01
Colombo H,14.14,44.12,-17.44
Colombo J,5.95,43.61,-14.30
Colombo K,4.99,46.43,-15.82
Colombo M,15.64,47.79,-14.63
Colombo P,5.89,47.90,-15.11
Conon Y,3.71,1.82,22.34
Condorcet M,10.54,73.12,9.06
Cook A,5.83,49.20,-17.75
Cook B,8.98,51.64,-17.30
Cook C,4.95,51.28,-18.18
Cook D,4.74,53.38,-20.17
Condorcet Y,14.18,68.92,12.85
Cyrillus A,13.69,23.12,-13.76
Cyrillus C,11.75,21.50,-12.36
Congreve U,54.72,189.24,0.40
Conon A,6.03,4.38,19.68
Colombo T,9.95,45.46,-18.96
Compton E,17.75,113.24,55.37
Compton R,34.36,91.05,52.51
Compton W,15.38,96.59,58.58
Comrie K,70.59,247.42,21.92
Comrie T,42.45,244.34,23.04
Comrie V,28.49,243.83,24.58
Comstock A,20.34,238.33,24.68
Comstock P,24.39,236.67,19.94
Condorcet A,15.38,67.29,11.51
Condorcet D,19.80,68.35,9.83
Coriolis Y,30.86,170.95,3.57
Condorcet F,39.65,73.08,8.26
Condorcet G,10.31,67.96,10.65
Condorcet H,21.03,65.08,12.44
Condorcet J,16.25,65.20,13.06
Condorcet L,12.56,73.66,10.15
Condorcet N,5.01,72.60,8.98
Condorcet P,48.40,70.29,8.76
Condorcet Q,35.81,73.36,11.22
Condorcet R,19.89,74.75,11.75
Condorcet S,10.19,75.64,10.66
Condorcet T,14.66,65.84,11.80
Condorcet TA,14.60,65.72,12.16
Condorcet U,10.97,75.39,10.07
Condorcet W,35.82,67.00,13.94
Condorcet X,8.88,69.94,10.12
Congreve H,37.95,194.25,-1.30
Congreve L,29.91,193.16,-3.72
Congreve N,29.93,191.42,-3.65
Congreve Q,55.34,190.43,-1.74
Conon W,4.01,3.07,18.71
Cook E,6.14,55.10,-18.42
Cook F,7.05,55.37,-17.59
Cook G,9.89,48.68,-18.94
Cooper G,19.46,178.76,52.42
Coriolis G,17.73,174.54,-0.03
Cooper K,32.23,178.08,50.86
Copernicus A,3.21,341.09,9.52
Copernicus B,7.54,337.61,7.50
Copernicus C,5.73,344.56,7.11
Gambart F,4.52,343.04,0.09
Copernicus D,5.09,335.20,12.19
Copernicus E,4.11,337.29,6.40
Copernicus F,3.33,337.75,5.88
Copernicus G,4.13,338.48,5.92
Copernicus H,4.39,341.71,6.89
Copernicus J,5.70,336.06,10.12
Copernicus L,3.89,342.91,13.48
Copernicus N,6.32,336.68,6.91
D'Arrest B,4.99,13.61,0.95
Copernicus P,4.31,343.94,10.10
Copernicus R,3.56,343.15,8.05
Coriolis S,17.54,169.65,0.10
Cori G,20.54,212.13,-50.98
Coriolis C,17.26,173.20,1.88
Coulomb N,30.64,243.98,50.32
Coriolis L,30.51,172.59,-2.03
Coriolis M,28.36,171.52,-1.49
Coriolis W,37.56,168.05,3.06
Coriolis Z,42.38,171.48,3.92
Coulomb C,34.17,248.62,57.17
Coulomb J,33.65,247.96,52.96
Coulomb P,35.70,242.25,50.25
Coulomb V,33.12,241.62,55.28
Coulomb W,32.75,239.08,56.15
Cremona A,42.85,269.12,69.21
Cremona B,19.29,267.88,67.75
Cremona C,14.43,268.14,67.27
Cremona L,21.60,270.04,65.93
Crocco E,14.16,152.26,-46.36
Crommelin X,26.73,209.28,-65.96
Crocco G,40.17,152.51,-47.42
Crocco R,48.09,147.78,-47.85
Crommelin C,41.57,215.90,-65.45
Crommelin W,22.30,206.32,-65.62
Crookes D,40.13,196.72,-9.59
Crookes P,20.37,194.32,-11.64
Crookes X,22.53,193.32,-7.12
Crozier B,8.85,52.39,-12.55
Crozier D,19.37,51.59,-13.45
Cyrano P,18.94,156.59,-21.36
Crozier E,6.03,51.95,-12.67
Cusanus C,23.44,61.31,70.49
Crozier L,8.35,51.49,-10.00
Cusanus E,10.24,73.11,71.72
Cusanus F,12.00,73.64,70.59
Cusanus G,10.57,77.00,69.92
Cusanus H,8.29,59.59,69.42
Cuvier A,17.85,11.90,-52.48
Cuvier B,15.76,13.80,-51.70
Cuvier C,8.51,11.74,-49.99
Cuvier D,16.31,7.74,-51.40
Crozier F,4.64,50.99,-12.78
Crozier G,4.07,49.99,-12.01
Crozier H,10.51,49.37,-14.00
Cyrano D,24.56,162.49,-19.41
Cyrano E,19.65,161.41,-20.06
Crozier M,5.91,51.35,-8.83
Crüger A,24.88,297.15,-16.00
Gambart R,3.44,339.19,-0.70
Crüger B,12.94,288.21,-17.19
Crüger C,12.11,297.97,-16.84
Crüger D,12.50,295.34,-15.32
Crüger E,14.85,294.65,-17.52
Crüger F,8.46,295.52,-14.18
Crüger G,7.94,291.92,-17.88
Crüger H,6.89,294.65,-18.00
Curie C,47.97,94.34,-21.23
Curie E,38.41,96.43,-22.43
Curie K,11.10,92.94,-23.73
Curie G,49.94,94.83,-23.63
Curie Z,21.96,92.50,-20.54
Curie L,21.09,93.04,-26.23
Curie M,36.57,92.50,-28.60
Curie P,29.36,90.19,-28.54
Curie V,21.12,90.68,-22.10
Curtius A,11.73,2.52,-68.50
Curtius B,40.25,4.62,-63.75
Curtius C,9.94,4.37,-69.36
Curtius D,57.19,8.35,-64.69
